id;nome;email;valor_compra;dominio_email
7777;Dr. Calebe Sampaio;ana99@example.com;6146,51;example.com
7778;Enrico Pimenta;gabrielly13@example.net;4944,2;example.net
7779;Yago Rodrigues;da-cunhaisabelly@example.org;5010,35;example.org
7780;Enzo Gabriel Barbosa;marianasa@example.org;2356,47;example.org
7781;Maria Clara Castro;lucas10@example.com;7816,98;example.com
7782;Asafe Silveira;biancada-cunha@example.net;5138,96;example.net
7783;Oliver Camargo;marianasales@example.com;6934,29;example.com
7784;Luiz Otávio Siqueira;castroyuri@example.com;7493,56;example.com
7785;Sr. Fernando Fernandes;isisda-rosa@example.net;1300,85;example.net
7786;José Miguel Rodrigues;antonella56@example.org;5812,18;example.org
7787;Thomas Mendonça;nina61@example.net;5093,5;example.net
7788;Ana Júlia Brito;framos@example.org;7982,03;example.org
7789;Sabrina Machado;emanuelly71@example.net;7185,12;example.net
7790;Dra. Alícia Vasconcelos;alice42@example.org;6145,8;example.org
7791;Brayan Castro;carvalhopedro-miguel@example.net;1622,53;example.net
7792;Srta. Maria Luísa Cassiano;pintoeloah@example.net;5499,06;example.net
7793;Sr. Rael da Conceição;isabellacampos@example.org;6505,24;example.org
7794;Zoe Souza;yramos@example.net;2879,74;example.net
7795;Dr. Bernardo Peixoto;gomesana-luiza@example.net;7434,83;example.net
7796;Catarina Almeida;leonardo39@example.org;5825,53;example.org
7797;Dr. Davi Lucca Monteiro;zaragao@example.org;8738,94;example.org
7798;Miguel Silva;lvargas@example.com;9259,65;example.com
7799;Luiz Otávio da Luz;alicevieira@example.com;8626,96;example.com
7800;Maria Luiza Lima;elisafarias@example.org;2285,91;example.org
7801;Breno Lopes;luigicavalcante@example.com;3478,02;example.com
7802;Sr. Ravi Borges;zpacheco@example.org;3843,64;example.org
7803;Sra. Ana Liz Farias;silvasabrina@example.net;7454,18;example.net
7804;Dr. Davi Moreira;allanamachado@example.org;6864,15;example.org
7805;Dra. Carolina Teixeira;jmarques@example.com;1532,02;example.com
7806;Rael Moraes;fteixeira@example.net;6420,57;example.net
7807;Isaque Barbosa;camila78@example.net;7053,6;example.net
7808;Eduarda Pastor;rhavi90@example.com;5028,46;example.com
7809;Anna Liz Cassiano;sfonseca@example.com;8445,19;example.com
7810;Bruna Montenegro;icamara@example.com;5737,21;example.com
7811;Pedro Miguel Pereira;ana-beatrizrezende@example.net;1119,06;example.net
7812;Sr. Eduardo Machado;almeidaotto@example.org;9258,68;example.org
7813;Dr. Luan Câmara;leandro63@example.net;1604,32;example.net
7814;José Pedro Borges;isaque80@example.com;1214,78;example.com
7815;Levi Freitas;ana-luizapereira@example.com;7500,73;example.com
7816;Sra. Eduarda Santos;cirinocarolina@example.org;2133,41;example.org
7817;Arthur Andrade;mrios@example.net;4915,81;example.net
7818;Dra. Melina da Cunha;thalesgoncalves@example.net;6712,98;example.net
7819;Isabel Pastor;peixotoana-vitoria@example.org;7803,57;example.org
7820;Vitor Aparecida;luancamargo@example.org;8308,22;example.org
7821;Ísis Aparecida;qnogueira@example.com;4641,34;example.com
7822;Maria Alice Fogaça;igor42@example.com;8941,96;example.com
7823;Maria Clara Ferreira;thomas77@example.net;2226,47;example.net
7824;Daniela Costa;ydas-neves@example.net;4984,58;example.net
7825;Melina Novaes;ana-carolina97@example.org;3876,97;example.org
7826;Sr. Rodrigo Mendonça;cavalcanteisabel@example.org;7355,79;example.org
7827;Anna Liz Macedo;maria-fernanda51@example.com;5738,84;example.com
7828;Maria Eduarda Rezende;asafe17@example.org;9239,26;example.org
7829;Dra. Maria Fernanda Moraes;lucas-gabriellima@example.net;4072,79;example.net
7830;João Pedro Leão;sahenry-gabriel@example.net;1599,16;example.net
7831;Alana Gomes;montenegrostella@example.org;4323,16;example.org
7832;Thomas da Luz;peixotonathan@example.org;6897,92;example.org
7833;Alexia da Cruz;gfarias@example.org;8035,78;example.org
7834;Nicole Novaes;maria-luisa76@example.org;5690,05;example.org
7835;Dr. Erick Rocha;prodrigues@example.com;6178,49;example.com
7836;Sr. Davi Miguel Montenegro;pereirajose@example.org;5305,15;example.org
7837;Heloísa Pires;vargasemilly@example.com;5075,95;example.com
7838;Ester Cavalcante;dferreira@example.net;6844,09;example.net
7839;Vitória Correia;zda-cruz@example.net;9526,54;example.net
7840;Antonella Moreira;ana-julia66@example.net;8452,68;example.net
7841;Clara Dias;lsantos@example.com;8050,26;example.com
7842;Noah Castro;fariasnicolas@example.net;7093,85;example.net
7843;Eduardo Pereira;jfarias@example.net;2248,51;example.net
7844;Dr. Lucas Gabriel Santos;smonteiro@example.net;5145,27;example.net
7845;Srta. Maria Laura Pimenta;augusto95@example.org;5932,34;example.org
7846;Liz Martins;acavalcante@example.org;8257,74;example.org
7847;Lucas Gabriel Nascimento;peixotomaria-liz@example.net;7091,33;example.net
7848;Ana Liz Silveira;samuel84@example.net;2540,16;example.net
7849;Sra. Sara Barbosa;brunoporto@example.org;5416,07;example.org
7850;Sra. Jade Cavalcante;moraeskamilly@example.com;7039,4;example.com
7851;Rhavi Montenegro;nicolemontenegro@example.net;9099,56;example.net
7852;Dr. Francisco Jesus;jadeporto@example.com;1814,17;example.com
7853;Lorena Fonseca;estherborges@example.com;3512,07;example.com
7854;Kamilly Ribeiro;kamilly86@example.net;4456,47;example.net
7855;Alice Almeida;qcavalcanti@example.org;4692,15;example.org
7856;Dr. Matheus Marques;camposmanuella@example.net;3395,4;example.net
7857;Sr. Cauê Ribeiro;davi-luiznunes@example.net;7533,79;example.net
7858;Vitor Fogaça;wnogueira@example.org;9206,62;example.org
7859;Lucas Gabriel Cavalcanti;arthur-gabriel08@example.org;3408,96;example.org
7860;Jade Siqueira;pereiraesther@example.com;2635,91;example.com
7861;João Miguel Rodrigues;ferreirapaulo@example.com;4766,48;example.com
7862;Dra. Luísa da Cunha;qpimenta@example.org;7206,71;example.org
7863;Maria Julia da Cruz;albuquerquesophie@example.net;4656,86;example.net
7864;Melissa Cirino;bcamargo@example.com;2670,4;example.com
7865;Maitê Oliveira;caua67@example.net;4490,17;example.net
7866;Gustavo Henrique Barros;mfarias@example.com;9900,84;example.com
7867;Isaac Cirino;da-rochabenicio@example.net;5478,32;example.net
7868;Stephany Aparecida;beatriz91@example.org;2145,93;example.org
7869;Bruna Porto;lcosta@example.com;6644,96;example.com
7870;Ana Júlia Garcia;da-mataaurora@example.com;8286,92;example.com
7871;Agatha Azevedo;fda-conceicao@example.net;1984,65;example.net
7872;Hadassa Mendes;fmendes@example.com;7830,83;example.com
7873;Maria Júlia Farias;cecilia88@example.com;8720,82;example.com
7874;Vitor Siqueira;bfernandes@example.net;6934,18;example.net
7875;Sr. Caleb Barros;eduardo48@example.org;9024,06;example.org
7876;Agatha Araújo;novaisyuri@example.com;5891,04;example.com
7877;Sra. Lívia Cavalcante;cavalcantiolivia@example.com;8321,72;example.com
7878;Sr. Lucas Nunes;nicolas69@example.net;9063,7;example.net
7879;Liz Pimenta;apolloalmeida@example.com;8329,1;example.com
7880;Thomas Correia;maria-alice65@example.com;2763,65;example.com
7881;Dra. Ágatha Santos;bpacheco@example.org;1746,39;example.org
7882;Bernardo Abreu;rafaelapires@example.net;1813,78;example.net
7883;Srta. Luara Fogaça;cmonteiro@example.net;6293,01;example.net
7884;Agatha Rezende;iaragao@example.com;6819,81;example.com
7885;Ryan Lopes;vcavalcante@example.com;8082,55;example.com
7886;Caroline Vargas;zmendes@example.net;4034,01;example.net
7887;Dra. Mariana Pimenta;albuquerquedante@example.com;3025,62;example.com
7888;Maria Clara Gomes;aparecidaana-julia@example.net;7102,11;example.net
7889;Vitor Hugo Cunha;jesusgustavo@example.net;3559,1;example.net
7890;Nathan Lopes;ana-sophiagomes@example.com;5906,18;example.com
7891;Pedro Santos;maria-luisa47@example.com;7951,89;example.com
7892;Francisco Vasconcelos;danielasilva@example.com;6436,97;example.com
7893;Srta. Allana Pimenta;peixotosara@example.net;3866,54;example.net
7894;Ester da Costa;vda-paz@example.com;1513,51;example.com
7895;Juliana Leão;sda-mata@example.com;1287,15;example.com
7896;Mateus Barbosa;pietrabarros@example.org;9760,85;example.org
7897;Vitor Hugo Fonseca;carvalhodavi-luiz@example.net;1701,19;example.net
7898;Srta. Evelyn Marques;maria-vitoriarocha@example.net;5790,91;example.net
7899;Otávio Pires;scosta@example.net;9537,29;example.net
7900;Thomas da Rocha;ana-beatrizgarcia@example.net;1138,12;example.net
7901;Thales Cardoso;scamara@example.org;1927,4;example.org
7902;Dr. José Miguel Porto;araujoalice@example.org;5766,98;example.org
7903;Larissa Freitas;aliciarodrigues@example.net;4429,21;example.net
7904;Juan Gonçalves;rcorreia@example.net;6400,5;example.net
7905;Lucas Gabriel Pastor;camargomanuela@example.com;2487,22;example.com
7906;Ayla Oliveira;evelynnogueira@example.net;8095,44;example.net
7907;Theo Ribeiro;bnovais@example.org;8001,13;example.org
7908;Vinícius Andrade;gabriela88@example.net;3347,2;example.net
7909;Isabela Sampaio;joao-guilhermeda-conceicao@example.net;2898,08;example.net
7910;Kevin Caldeira;rodriguescarlos-eduardo@example.com;8818,79;example.com
7911;José Vasconcelos;rafaelaandrade@example.org;6551,45;example.org
7912;Josué Moreira;diegorodrigues@example.com;8420,94;example.com
7913;Noah Barros;luigimonteiro@example.org;7474,96;example.org
7914;João Lucas Lima;maria-julia22@example.net;2684,99;example.net
7915;Marcelo Gonçalves;maria-vitorianunes@example.com;7014,76;example.com
7916;Nina da Mota;handrade@example.net;4460,71;example.net
7917;Gabriel Silva;maria-luisada-mata@example.net;2424,34;example.net
7918;Camila Pires;joao17@example.org;4475,51;example.org
7919;Luana Pinto;pintoravy@example.org;9272,4;example.org
7920;Pietra da Costa;grios@example.com;1280,18;example.com
7921;Lunna Cunha;fguerra@example.org;6002,85;example.org
7922;Benício Barbosa;maiteporto@example.net;7773,3;example.net
7923;Maria Laura Fonseca;jteixeira@example.org;2790,44;example.org
7924;Arthur Miguel Pires;vrezende@example.net;5923,67;example.net
7925;Cecília das Neves;otavioramos@example.org;7388,12;example.org
7926;Stella Abreu;nogueiraluiz-gustavo@example.net;8086,73;example.net
7927;Ryan Câmara;luiz-fernando76@example.net;8403,52;example.net
7928;Dra. Liz Rezende;da-motaryan@example.com;3044,98;example.com
7929;Ana Carolina da Luz;julianaborges@example.com;5797,41;example.com
7930;Enrico Lima;limarebeca@example.net;9868,72;example.net
7931;Sra. Allana Pastor;rezendesara@example.net;7740,94;example.net
7932;Davi Lucas Rios;nlopes@example.com;9725,14;example.com
7933;Antony da Mota;enzo-gabrielda-conceicao@example.net;9304,61;example.net
7934;Srta. Isabella Silva;rochamurilo@example.com;7069,56;example.com
7935;Maria Julia Rodrigues;isadora38@example.com;4423,91;example.com
7936;Dr. Enrico Freitas;amanda55@example.net;4356,21;example.net
7937;Srta. Marina Brito;ravy90@example.net;2584,26;example.net
7938;Dr. Caio Vieira;ferreiralorenzo@example.net;3133,27;example.net
7939;Dra. Eloá da Mata;zcosta@example.org;3703,82;example.org
7940;Raquel Correia;uteixeira@example.com;3665,32;example.com
7941;Renan Nascimento;gporto@example.org;2319,63;example.org
7942;Dr. Thiago Barbosa;marina52@example.org;8607,45;example.org
7943;Luiz Henrique Mendonça;giovannamoreira@example.com;5627,62;example.com
7944;Ana Liz Pacheco;wpimenta@example.org;7745,75;example.org
7945;Théo Pires;joao-vitorsales@example.com;8388,49;example.com
7946;Luigi da Rocha;arthur-gabriel12@example.net;5465,4;example.net
7947;Antonella Vargas;aragaonathan@example.org;2852,46;example.org
7948;Maria Alice Castro;sarada-costa@example.org;6408,49;example.org
7949;Luna Teixeira;laraviana@example.com;2443,6;example.com
7950;Cauã Cunha;laura92@example.net;2174,93;example.net
7951;Kevin Silva;fonsecabeatriz@example.com;5732,59;example.com
7952;Luiza Rodrigues;montenegroisabella@example.net;1751,17;example.net
7953;Srta. Luna Barbosa;qcampos@example.net;9626,59;example.net
7954;Ana Sophia Albuquerque;pedro-henriqueda-rosa@example.net;2554,19;example.net
7955;Alexandre Pacheco;goncalvesrael@example.org;7826,94;example.org
7956;Lunna Câmara;oliviasa@example.com;1004,42;example.com
7957;Sr. Danilo Pimenta;livia09@example.net;3449,31;example.net
7958;Pedro Henrique Vargas;clopes@example.com;1667,48;example.com
7959;Dr. Eduardo Nunes;siqueiraanna-liz@example.org;8374,8;example.org
7960;Sr. Caio Araújo;olivernunes@example.com;2082,95;example.com
7961;Sr. Ryan Gomes;eloa53@example.com;7630,96;example.com
7962;Augusto Costela;julia71@example.org;1020,2;example.org
7963;Josué Siqueira;gabriellymonteiro@example.org;9370,84;example.org
7964;Isabelly Porto;joao-pedrosilva@example.org;6676,27;example.org
7965;Oliver da Rocha;riosana-julia@example.com;7566,25;example.com
7966;Josué Castro;sferreira@example.com;6594,54;example.com
7967;Eduarda Mendonça;da-mataoliver@example.net;5160,94;example.net
7968;Sr. Léo Lopes;montenegroraul@example.org;2893,34;example.org
7969;Maria Vitória Rodrigues;julianacampos@example.org;6377,11;example.org
7970;Fernando Duarte;vinicius10@example.net;4737,29;example.net
7971;Fernanda Cassiano;eduardobarros@example.net;5219,97;example.net
7972;Felipe Teixeira;fcardoso@example.net;4164,29;example.net
7973;Enzo Gabriel Mendonça;hda-costa@example.org;8298,45;example.org
7974;Sra. Manuela Rios;esales@example.net;4330,47;example.net
7975;Maria Alice Siqueira;pedro58@example.net;8375,95;example.net
7976;Noah da Rosa;francisco72@example.net;7126,23;example.net
7977;Rodrigo Leão;montenegroluiz-miguel@example.net;1485,37;example.net
7978;Davi Luiz da Rosa;ana-juliada-cruz@example.com;7961,71;example.com
7979;Helena Fonseca;hbrito@example.net;3396,47;example.net
7980;Milena Ribeiro;xaparecida@example.org;8741,31;example.org
7981;Brenda Machado;danilo38@example.net;9620,48;example.net
7982;Elisa Abreu;silvajuan@example.com;9421,15;example.com
7983;João Pedro Abreu;leonardonascimento@example.com;9637,28;example.com
7984;Vitor Gabriel Pacheco;thiagomendes@example.net;5643,62;example.net
7985;Sr. Théo Sales;guilherme11@example.org;4339,86;example.org
7986;Helena Fonseca;henriquecampos@example.org;4949,11;example.org
7987;Júlia Rezende;goncalvesmaria-clara@example.net;9845,88;example.net
7988;Asafe Guerra;calebe56@example.com;2132,07;example.com
7989;Antony Mendes;fogacathomas@example.com;8701,0;example.com
7990;Maria Julia Ribeiro;emanuel68@example.net;5873,05;example.net
7991;Dr. Arthur Gabriel Melo;siqueiramaria-cecilia@example.com;7332,47;example.com
7992;Calebe Sampaio;sayan@example.com;1297,31;example.com
7993;Dra. Gabrielly Vargas;wnascimento@example.org;5037,27;example.org
7994;Isadora Ferreira;igorgomes@example.org;1560,48;example.org
7995;Isadora Costela;smartins@example.net;4758,29;example.net
7996;José Mendonça;garciaana-laura@example.org;7874,95;example.org
7997;Dr. Juan Almeida;rafaelada-mata@example.org;5803,35;example.org
7998;Mariana Pimenta;vasconcelosmatteo@example.org;1970,11;example.org
7999;Dra. Anna Liz Fonseca;lopeseloah@example.org;1379,74;example.org
8000;Isabela Casa Grande;ogarcia@example.com;6473,21;example.com
8001;José Rodrigues;caldeiraaugusto@example.org;3440,89;example.org
8002;Srta. Amanda Santos;bvasconcelos@example.com;8233,12;example.com
8003;Maria Luísa Pacheco;lucasribeiro@example.com;3281,23;example.com
8004;Nathan da Costa;aferreira@example.com;8233,48;example.com
8005;Valentim Moraes;caldeiragael-henrique@example.org;5927,33;example.org
8006;Maria Laura Fernandes;sleao@example.net;7142,04;example.net
8007;Sr. Lucas Barros;eandrade@example.org;4411,85;example.org
8008;Sra. Ana Costa;joao-lucas93@example.net;1204,05;example.net
8009;Srta. Liz Gonçalves;vasconcelosdom@example.net;7786,07;example.net
8010;Yasmin Cavalcante;thiago05@example.net;3153,85;example.net
8011;Bruna Aparecida;liam06@example.net;1835,94;example.net
8012;Brenda Cirino;qcasa-grande@example.com;8387,16;example.com
8013;Matteo Câmara;aliciamoura@example.net;8519,84;example.net
8014;Catarina Vieira;stephany71@example.net;1228,91;example.net
8015;Eduardo Sá;teixeiraester@example.com;6883,56;example.com
8016;Rebeca Pastor;vmarques@example.org;5203,56;example.org
8017;Murilo Duarte;stella94@example.com;4683,21;example.com
8018;Vinícius da Rosa;ncarvalho@example.org;3141,91;example.org
8019;Gael da Mata;manuelasa@example.com;9575,31;example.com
8020;Amanda Cirino;zcostela@example.org;6051,27;example.org
8021;Mathias Câmara;luisacastro@example.net;5956,79;example.net
8022;Pedro Henrique Macedo;andresampaio@example.com;1903,5;example.com
8023;Bento Caldeira;isabela69@example.com;8332,89;example.com
8024;Nicole Campos;araujoalicia@example.org;5502,89;example.org
8025;Luiz Fernando Ferreira;wmonteiro@example.com;3553,66;example.com
8026;Sara da Paz;camaracaue@example.org;6370,34;example.org
8027;Dra. Amanda Moreira;da-cunharafael@example.net;7542,77;example.net
8028;Enzo Gomes;rborges@example.net;2343,94;example.net
8029;Gabrielly Araújo;cassianoclara@example.net;6384,27;example.net
8030;Ana Vitória Melo;bvargas@example.net;8477,06;example.net
8031;Isadora Garcia;da-rochamanuela@example.net;2875,29;example.net
8032;Emanuelly Silva;lcirino@example.org;5930,98;example.org
8033;Maria Laura Dias;brenda28@example.org;3075,86;example.org
8034;Alana Cavalcanti;helena32@example.com;8386,13;example.com
8035;Sr. Pedro Lucas Correia;wcavalcante@example.net;5707,91;example.net
8036;Stella Correia;melostephany@example.org;1453,8;example.org
8037;João Felipe Peixoto;francisco93@example.org;4193,78;example.org
8038;Heloisa da Mata;stephany84@example.org;5264,31;example.org
8039;Enrico Garcia;souzaisabel@example.org;8224,56;example.org
8040;João Vitor Novais;vianaheitor@example.org;2748,88;example.org
8041;Sra. Anna Liz Rios;lmarques@example.net;4811,61;example.net
8042;Catarina Gonçalves;da-matafrancisco@example.org;7883,83;example.org
8043;Gabrielly Nunes;juliana34@example.com;4333,18;example.com
8044;Josué Borges;garciatheo@example.org;6942,13;example.org
8045;Sr. Ryan Pires;siqueiraeduarda@example.org;3161,41;example.org
8046;Srta. Maitê Barros;maria-eduardavasconcelos@example.net;7707,09;example.net
8047;Cauê Nascimento;kdias@example.com;2262,93;example.com
8048;Ester Melo;onogueira@example.com;3824,37;example.com
8049;Dr. Thales Ferreira;catarinamacedo@example.net;6552,66;example.net
8050;Francisco Abreu;bryanalmeida@example.com;8334,51;example.com
8051;Miguel Dias;nfernandes@example.org;7187,81;example.org
8052;Júlia Cardoso;pereirasarah@example.org;7987,26;example.org
8053;Pedro Henrique Fernandes;portoryan@example.com;7847,46;example.com
8054;Bernardo Silveira;aalbuquerque@example.net;4707,33;example.net
8055;Dra. Brenda Barbosa;mathias74@example.net;9990,41;example.net
8056;Vitor Pastor;hellena71@example.org;3982,94;example.org
8057;Nina da Paz;jcostela@example.com;9584,36;example.com
8058;Liam Barros;mariane95@example.net;7952,57;example.net
8059;Luna Jesus;wcassiano@example.net;5559,87;example.net
8060;Felipe Silva;luiza34@example.net;2541,83;example.net
8061;Clarice Cavalcanti;msales@example.com;1174,85;example.com
8062;Luiz Otávio Azevedo;caua28@example.net;4982,28;example.net
8063;Cecília Siqueira;julianamonteiro@example.org;5175,0;example.org
8064;Sr. Luiz Fernando das Neves;emillyrios@example.com;3397,69;example.com
8065;Helena da Cruz;valentimda-rosa@example.org;9861,91;example.org
8066;Pedro Henrique Nascimento;josuesiqueira@example.com;1621,31;example.com
8067;Clarice da Paz;hsales@example.org;7205,11;example.org
8068;Maria Luísa Pimenta;da-luzdavi-luiz@example.org;5483,28;example.org
8069;José Miguel Vasconcelos;csiqueira@example.net;1572,75;example.net
8070;Bento Nascimento;pfogaca@example.net;5924,7;example.net
8071;Renan Rodrigues;baparecida@example.com;5446,41;example.com
8072;Kevin Martins;duartetheodoro@example.org;8224,71;example.org
8073;Milena Alves;igorcavalcanti@example.org;4960,8;example.org
8074;Helena Novais;machadoigor@example.net;7842,05;example.net
8075;Maria Luiza da Cruz;jose34@example.org;7301,57;example.org
8076;Antônio Fonseca;scavalcante@example.net;5358,22;example.net
8077;Luiz Otávio Fernandes;lorenzo92@example.net;7561,59;example.net
8078;Leandro Fogaça;tsales@example.net;3917,3;example.net
8079;Pedro Miguel Vargas;msantos@example.org;5235,4;example.org
8080;Manuela Cardoso;borgesmarcos-vinicius@example.org;6640,32;example.org
8081;Gael Henrique Jesus;xmoreira@example.net;6306,84;example.net
8082;Davi Leão;elisa16@example.com;3076,19;example.com
8083;Elisa Gomes;brenosouza@example.org;4653,21;example.org
8084;Eduardo Nogueira;guilhermecampos@example.net;6354,01;example.net
8085;Luiz Gustavo Silveira;melovalentina@example.com;5153,41;example.com
8086;Emanuelly Pinto;henrysampaio@example.net;6917,08;example.net
8087;Theo Sampaio;leonardo64@example.org;2040,23;example.org
8088;Joaquim Nascimento;fpires@example.org;8804,02;example.org
8089;Rael Nascimento;mariana95@example.com;8413,14;example.com
8090;João Lucas da Mata;rezendevinicius@example.net;7078,76;example.net
8091;Daniela Vieira;opereira@example.org;6603,91;example.org
8092;Murilo Mendes;osouza@example.com;9234,0;example.com
8093;Miguel Cassiano;miguelmoraes@example.net;3693,26;example.net
8094;Henry Oliveira;rafael18@example.com;9907,26;example.com
8095;Eduardo Silva;aliciacorreia@example.net;4873,18;example.net
8096;Sra. Lívia Freitas;barbosaana-livia@example.com;3719,25;example.com
8097;Davi Miguel Pastor;eviana@example.org;3565,41;example.org
8098;Leandro Cavalcante;paulo97@example.com;4355,03;example.com
8099;Bruno Albuquerque;ana-lauragarcia@example.com;4905,01;example.com
8100;Aylla Cassiano;pimentaaylla@example.net;6165,11;example.net
8101;Elisa Monteiro;novaesdavi-luiz@example.com;2666,1;example.com
8102;Ravi Campos;ravi-lucca18@example.com;6901,14;example.com
8103;Brenda Santos;wborges@example.org;6412,26;example.org
8104;Rael Novais;amonteiro@example.com;4165,09;example.com
8105;Esther da Rocha;leaoalexia@example.net;2248,85;example.net
8106;Pedro Peixoto;teixeiradavi@example.net;6744,16;example.net
8107;Gabriela Vasconcelos;caio30@example.net;5557,22;example.net
8108;Rael Cassiano;da-mataclarice@example.com;4811,37;example.com
8109;Asafe Sá;mmelo@example.com;2886,09;example.com
8110;Caleb Costela;wcaldeira@example.com;2632,24;example.com
8111;Natália Barbosa;isousa@example.net;1659,46;example.net
8112;Marcos Vinicius Abreu;moreiramarina@example.com;6543,23;example.com
8113;Sra. Kamilly Novaes;zjesus@example.com;3389,27;example.com
8114;Isadora das Neves;nda-cunha@example.org;4187,51;example.org
8115;Ana Vitória Casa Grande;nleao@example.net;6032,71;example.net
8116;Vitor Hugo Freitas;costelapedro-miguel@example.org;9053,12;example.org
8117;Caroline Machado;mathiasmelo@example.org;2716,26;example.org
8118;Davi Lucca Alves;ribeiroisabelly@example.com;1386,52;example.com
8119;Enzo das Neves;umoreira@example.org;1727,15;example.org
8120;Ana Clara Monteiro;maria-luiza63@example.net;3205,44;example.net
8121;Gabriel Fernandes;andradegustavo@example.net;2004,23;example.net
8122;Marina Silva;jose-pedroda-rosa@example.com;6814,36;example.com
8123;Larissa Vasconcelos;ferreiraemanuella@example.com;9674,72;example.com
8124;Mathias Ferreira;augustoda-costa@example.com;3215,14;example.com
8125;Bryan Rezende;nicolasrodrigues@example.org;8370,08;example.org
8126;Sra. Brenda Ribeiro;agathabarros@example.com;4654,42;example.com
8127;Ana Júlia Oliveira;garciajoao-gabriel@example.com;1125,12;example.com
8128;Maria Cecília Souza;razevedo@example.com;5269,9;example.com
8129;Maria Pastor;claramelo@example.com;2544,79;example.com
8130;Pietro Carvalho;barrosluisa@example.com;2248,98;example.com
8131;Aylla Fogaça;isaacalves@example.net;1006,58;example.net
8132;Pedro Miguel Dias;lunna58@example.org;6732,73;example.org
8133;Zoe Farias;alana14@example.com;1733,74;example.com
8134;Rodrigo Costela;hadassapeixoto@example.org;8088,86;example.org
8135;Theo da Mota;samuelmoura@example.org;5264,22;example.org
8136;Lorena Costa;catarina20@example.com;8335,96;example.com
8137;Mariah Cunha;bianca46@example.net;4927,73;example.net
8138;Luna Carvalho;alexandre50@example.org;7506,45;example.org
8139;Cauã Nascimento;rbarros@example.com;1066,3;example.com
8140;João Macedo;peixotogael-henrique@example.com;3701,14;example.com
8141;Heloísa Rios;yannunes@example.org;2230,14;example.org
8142;Bella Dias;diogogarcia@example.net;5558,81;example.net
8143;Raul da Costa;cirinomarcelo@example.com;8847,42;example.com
8144;Ágatha Leão;kda-mota@example.com;8213,11;example.com
8145;Luna Garcia;maria-luizasales@example.org;7301,8;example.org
8146;Asafe Duarte;ana-ceciliada-cunha@example.net;9391,04;example.net
8147;Leonardo Rezende;asafemartins@example.net;4824,92;example.net
8148;Rafael Macedo;macedoisaac@example.org;5689,31;example.org
8149;Luara Sampaio;cavalcantifernanda@example.net;2359,01;example.net
8150;Ryan Almeida;npastor@example.com;9134,32;example.com
8151;Dra. Carolina Casa Grande;nicolas30@example.org;5365,98;example.org
8152;Luiz Gustavo Ribeiro;cassianoolivia@example.net;3949,5;example.net
8153;Fernanda da Cruz;aaraujo@example.org;1598,56;example.org
8154;Nicole Souza;caldeirapedro@example.com;8542,92;example.com
8155;Samuel Moreira;da-cunhanathan@example.org;4521,72;example.org
8156;Yan Fernandes;karagao@example.org;9046,31;example.org
8157;Davi Miguel Novais;vlima@example.net;4754,75;example.net
8158;Sr. Vitor Hugo Moraes;marianeramos@example.net;5694,67;example.net
8159;Ísis Pires;ottocastro@example.net;1624,65;example.net
8160;Heitor Correia;diego83@example.com;3564,06;example.com
8161;Maria Cecília Monteiro;maria-eduarda02@example.com;9906,94;example.com
8162;Maria Júlia Mendonça;wcosta@example.org;7209,41;example.org
8163;Guilherme Andrade;igorfernandes@example.org;6108,57;example.org
8164;Luiz Fernando Barros;lcamargo@example.org;1899,71;example.org
8165;João Guilherme Lopes;fernandesana-carolina@example.org;7625,56;example.org
8166;Luísa Farias;pachecoana-julia@example.com;6212,22;example.com
8167;Kevin Rodrigues;ucamara@example.com;3864,13;example.com
8168;Yago Pacheco;luanmartins@example.net;1359,75;example.net
8169;Henry Gabriel Cunha;mendoncaenrico@example.org;6184,62;example.org
8170;Sr. Marcelo Andrade;cardosoclarice@example.com;4532,53;example.com
8171;Luiz Fernando Pastor;iancavalcante@example.com;5915,64;example.com
8172;Heloisa Farias;fernandocunha@example.net;5742,67;example.net
8173;Sr. Otto da Rosa;machadolivia@example.net;9457,23;example.net
8174;Clara Garcia;nsilva@example.com;4746,41;example.com
8175;Anna Liz Aparecida;cardosolevi@example.org;2712,51;example.org
8176;Maria Vitória Dias;cavalcantijoaquim@example.net;9943,97;example.net
8177;Sr. Isaque Lopes;da-rochaemanuel@example.com;9719,99;example.com
8178;Cecilia Cardoso;raparecida@example.net;3200,96;example.net
8179;Elisa Dias;davi-lucca83@example.com;1477,36;example.com
8180;Anthony Souza;tcampos@example.com;7895,76;example.com
8181;Bianca Monteiro;ljesus@example.com;6635,92;example.com
8182;Théo Azevedo;rebecada-cunha@example.com;4984,51;example.com
8183;Alice da Cunha;souzaeduardo@example.com;2651,22;example.com
8184;Henry Gabriel Mendes;xvargas@example.com;9759,74;example.com
8185;Luiz Henrique Rocha;luan67@example.net;4106,6;example.net
8186;Rebeca Siqueira;ida-costa@example.org;7586,57;example.org
8187;Sr. Kaique da Mota;fnovaes@example.org;8951,74;example.org
8188;Ana Sophia Sales;mathias58@example.com;9613,23;example.com
8189;Davi Luiz Borges;ccirino@example.com;7577,68;example.com
8190;Cauê Mendonça;falmeida@example.com;3657,5;example.com
8191;Lucas da Conceição;xpimenta@example.net;4471,28;example.net
8192;Benicio Aragão;maria-juliada-costa@example.net;1646,77;example.net
8193;Luana Cirino;montenegrojoao-lucas@example.org;8437,9;example.org
8194;Mariana Pastor;asiqueira@example.net;3600,52;example.net
